occurrenceID	verbatimIdentification	organismQuantity	organismQuantityType	lifeStage	eventID	taxonID	taxonRank	kingdom	surveyTargetID	scientificName	occurrenceStatus	recordedBy	recordedByID	identifiedBy	identifiedByID
BROKE_WEST_RMT_037_RMT8_BROKE_WEST_RMT_037_RMT8_217697_Larvae	Electrona antarctica Larvae	13	individuals	Larvae	BROKE_WEST_RMT_037_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_037_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_037_RMT8_BROKE_WEST_RMT_037_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	2	individuals	Postmeta	BROKE_WEST_RMT_037_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_037_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_037_RMT8_BROKE_WEST_RMT_037_RMT8_234695	Notolepis coatsi	10	individuals		BROKE_WEST_RMT_037_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_037_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_038_RMT8_BROKE_WEST_RMT_038_RMT8_217697	Electrona antarctica all	2	individuals		BROKE_WEST_RMT_038_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_038_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_038_RMT8_BROKE_WEST_RMT_038_RMT8_217697_Larvae	Electrona antarctica Larvae	2	individuals	Larvae	BROKE_WEST_RMT_038_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_038_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_038_RMT8_BROKE_WEST_RMT_038_RMT8_234695	Notolepis coatsi	6	individuals		BROKE_WEST_RMT_038_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_038_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_039_RMT8_BROKE_WEST_RMT_039_RMT8_217697	Electrona antarctica all	2	individuals		BROKE_WEST_RMT_039_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_039_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_039_RMT8_BROKE_WEST_RMT_039_RMT8_217697_Larvae	Electrona antarctica Larvae	2	individuals	Larvae	BROKE_WEST_RMT_039_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_039_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_042_RMT8_BROKE_WEST_RMT_042_RMT8_217697	Electrona antarctica all	3	individuals		BROKE_WEST_RMT_042_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_042_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_042_RMT8_BROKE_WEST_RMT_042_RMT8_217697_Larvae	Electrona antarctica Larvae	3	individuals	Larvae	BROKE_WEST_RMT_042_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_042_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_042_RMT8_BROKE_WEST_RMT_042_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_042_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_042_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_042_RMT8_BROKE_WEST_RMT_042_RMT8_234800	Gymnodraco acuticeps	1	individuals		BROKE_WEST_RMT_042_RMT8	urn:lsid:marinespecies.org:taxname:234800	Species	Animalia	BROKE_WEST_RMT_042_RMT8_234800	Gymnodraco acuticeps	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_042_RMT8_BROKE_WEST_RMT_042_RMT8_1	Biota sp.	1	individuals		BROKE_WEST_RMT_042_RMT8	urn:lsid:marinespecies.org:taxname:1	Superdomain		BROKE_WEST_RMT_042_RMT8_1	Biota	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_043_RMT8_BROKE_WEST_RMT_043_RMT8_234721	Pleuragramma antarcticum	5	individuals		BROKE_WEST_RMT_043_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_043_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_044_RMT8_BROKE_WEST_RMT_044_RMT8_234777	Prionodraco evansii	1	individuals		BROKE_WEST_RMT_044_RMT8	urn:lsid:marinespecies.org:taxname:234777	Species	Animalia	BROKE_WEST_RMT_044_RMT8_234777	Prionodraco evansii	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_050_RMT8_BROKE_WEST_RMT_050_RMT8_217697	Electrona antarctica all	7	individuals		BROKE_WEST_RMT_050_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_050_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_050_RMT8_BROKE_WEST_RMT_050_RMT8_217697_Larvae	Electrona antarctica Larvae	5	individuals	Larvae	BROKE_WEST_RMT_050_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_050_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_050_RMT8_BROKE_WEST_RMT_050_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	2	individuals	Postmeta	BROKE_WEST_RMT_050_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_050_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_050_RMT8_BROKE_WEST_RMT_050_RMT8_234714	Protomyctophum bolini	1	individuals		BROKE_WEST_RMT_050_RMT8	urn:lsid:marinespecies.org:taxname:234714	Species	Animalia	BROKE_WEST_RMT_050_RMT8_234714	Protomyctophum bolini	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_050_RMT8_BROKE_WEST_RMT_050_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_050_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_050_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_051_RMT8_BROKE_WEST_RMT_051_RMT8_217697	Electrona antarctica all	28	individuals		BROKE_WEST_RMT_051_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_051_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_051_RMT8_BROKE_WEST_RMT_051_RMT8_217697_Larvae	Electrona antarctica Larvae	28	individuals	Larvae	BROKE_WEST_RMT_051_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_051_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_051_RMT8_BROKE_WEST_RMT_051_RMT8_234695	Notolepis coatsi	12	individuals		BROKE_WEST_RMT_051_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_051_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_052_RMT8_BROKE_WEST_RMT_052_RMT8_234621	Artedidraco skottsbergi	1	individuals		BROKE_WEST_RMT_052_RMT8	urn:lsid:marinespecies.org:taxname:234621	Species	Animalia	BROKE_WEST_RMT_052_RMT8_234621	Artedidraco skottsbergi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_053_RMT8_BROKE_WEST_RMT_053_RMT8_217697	Electrona antarctica all	7	individuals		BROKE_WEST_RMT_053_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_053_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_053_RMT8_BROKE_WEST_RMT_053_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	7	individuals	Postmeta	BROKE_WEST_RMT_053_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_053_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_055_RMT8_BROKE_WEST_RMT_055_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_055_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_055_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_059_RMT8_BROKE_WEST_RMT_059_RMT8_234808	Gerlachea australis	1	individuals		BROKE_WEST_RMT_059_RMT8	urn:lsid:marinespecies.org:taxname:234808	Species	Animalia	BROKE_WEST_RMT_059_RMT8_234808	Gerlachea australis	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_059_RMT8_BROKE_WEST_RMT_059_RMT8_234800	Gymnodraco acuticeps	1	individuals		BROKE_WEST_RMT_059_RMT8	urn:lsid:marinespecies.org:taxname:234800	Species	Animalia	BROKE_WEST_RMT_059_RMT8_234800	Gymnodraco acuticeps	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_059_RMT8_BROKE_WEST_RMT_059_RMT8_234721	Pleuragramma antarcticum	5	individuals		BROKE_WEST_RMT_059_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_059_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_061_RMT8_BROKE_WEST_RMT_061_RMT8_217697	Electrona antarctica all	1	individuals		BROKE_WEST_RMT_061_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_061_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_061_RMT8_BROKE_WEST_RMT_061_RMT8_217697_Larvae	Electrona antarctica Larvae	1	individuals	Larvae	BROKE_WEST_RMT_061_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_061_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_066_RMT8_BROKE_WEST_RMT_066_RMT8_1	Biota sp.	1	individuals		BROKE_WEST_RMT_066_RMT8	urn:lsid:marinespecies.org:taxname:1	Superdomain		BROKE_WEST_RMT_066_RMT8_1	Biota	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_069_RMT8_BROKE_WEST_RMT_069_RMT8_217697	Electrona antarctica all	5	individuals		BROKE_WEST_RMT_069_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_069_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_069_RMT8_BROKE_WEST_RMT_069_RMT8_217697_Larvae	Electrona antarctica Larvae	5	individuals	Larvae	BROKE_WEST_RMT_069_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_069_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_069_RMT8_BROKE_WEST_RMT_069_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_069_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_069_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_072_RMT8_BROKE_WEST_RMT_072_RMT8_217697	Electrona antarctica all	1	individuals		BROKE_WEST_RMT_072_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_072_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_072_RMT8_BROKE_WEST_RMT_072_RMT8_217697_Larvae	Electrona antarctica Larvae	1	individuals	Larvae	BROKE_WEST_RMT_072_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_072_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_077_RMT8_BROKE_WEST_RMT_077_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_077_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_077_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_077_RMT8_BROKE_WEST_RMT_077_RMT8_234721	Pleuragramma antarcticum	1	individuals		BROKE_WEST_RMT_077_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_077_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_079_RMT8_BROKE_WEST_RMT_079_RMT8_217697	Electrona antarctica all	2	individuals		BROKE_WEST_RMT_079_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_079_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_079_RMT8_BROKE_WEST_RMT_079_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	2	individuals	Postmeta	BROKE_WEST_RMT_079_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_079_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_081_RMT8_BROKE_WEST_RMT_081_RMT8_234582	Chionodraco sp.	1	individuals		BROKE_WEST_RMT_081_RMT8	urn:lsid:marinespecies.org:taxname:234582	Genus	Animalia	BROKE_WEST_RMT_081_RMT8_234582	Chionodraco	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_087_RMT8_BROKE_WEST_RMT_087_RMT8_217697	Electrona antarctica all	2	individuals		BROKE_WEST_RMT_087_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_087_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_087_RMT8_BROKE_WEST_RMT_087_RMT8_217697_Larvae	Electrona antarctica Larvae	2	individuals	Larvae	BROKE_WEST_RMT_087_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_087_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_087_RMT8_BROKE_WEST_RMT_087_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_087_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_087_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_093_RMT8_BROKE_WEST_RMT_093_RMT8_217697	Electrona antarctica all	4	individuals		BROKE_WEST_RMT_093_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_093_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_093_RMT8_BROKE_WEST_RMT_093_RMT8_217697_Larvae	Electrona antarctica Larvae	4	individuals	Larvae	BROKE_WEST_RMT_093_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_093_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_093_RMT8_BROKE_WEST_RMT_093_RMT8_234695	Notolepis coatsi	7	individuals		BROKE_WEST_RMT_093_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_093_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_097_RMT8_BROKE_WEST_RMT_097_RMT8_217697	Electrona antarctica all	1	individuals		BROKE_WEST_RMT_097_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_097_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_097_RMT8_BROKE_WEST_RMT_097_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	1	individuals	Postmeta	BROKE_WEST_RMT_097_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_097_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_097_RMT8_BROKE_WEST_RMT_097_RMT8_234695	Notolepis coatsi	9	individuals		BROKE_WEST_RMT_097_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_097_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_098_RMT8_BROKE_WEST_RMT_098_RMT8_234695	Notolepis coatsi	3	individuals		BROKE_WEST_RMT_098_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_098_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_101_RMT8_BROKE_WEST_RMT_101_RMT8_217697	Electrona antarctica all	7	individuals		BROKE_WEST_RMT_101_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_101_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_101_RMT8_BROKE_WEST_RMT_101_RMT8_217697_Postmeta	Electrona antarctica  Postmeta	7	individuals	Postmeta	BROKE_WEST_RMT_101_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_101_RMT8_217697_Postmeta	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_101_RMT8_BROKE_WEST_RMT_101_RMT8_234695	Notolepis coatsi	2	individuals		BROKE_WEST_RMT_101_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_101_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_102_RMT8_BROKE_WEST_RMT_102_RMT8_234695	Notolepis coatsi	1	individuals		BROKE_WEST_RMT_102_RMT8	urn:lsid:marinespecies.org:taxname:234695	Species	Animalia	BROKE_WEST_RMT_102_RMT8_234695	Notolepis coatsi	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_102_RMT8_BROKE_WEST_RMT_102_RMT8_234552	Bathydraco sp.	1	individuals		BROKE_WEST_RMT_102_RMT8	urn:lsid:marinespecies.org:taxname:234552	Genus	Animalia	BROKE_WEST_RMT_102_RMT8_234552	Bathydraco	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_234730	Pogonophryne marmorata	1	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:234730	Species	Animalia	BROKE_WEST_RMT_105_RMT8_234730	Pogonophryne marmorata	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_234800	Gymnodraco acuticeps	1	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:234800	Species	Animalia	BROKE_WEST_RMT_105_RMT8_234800	Gymnodraco acuticeps	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_234582	Chionodraco sp.	1	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:234582	Genus	Animalia	BROKE_WEST_RMT_105_RMT8_234582	Chionodraco	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_1621601	Pagetopsis maculatus	1	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:1621601	Species	Animalia	BROKE_WEST_RMT_105_RMT8_1621601	Pagetopsis maculatus	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_234721	Pleuragramma antarcticum	3	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:234721	Species	Animalia	BROKE_WEST_RMT_105_RMT8_234721	Pleuragramma antarcticum	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_105_RMT8_BROKE_WEST_RMT_105_RMT8_234566	Trematomus sp.	1	individuals		BROKE_WEST_RMT_105_RMT8	urn:lsid:marinespecies.org:taxname:234566	Genus	Animalia	BROKE_WEST_RMT_105_RMT8_234566	Trematomus	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_110_RMT8_BROKE_WEST_RMT_110_RMT8_217697	Electrona antarctica all	11	individuals		BROKE_WEST_RMT_110_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_110_RMT8_217697	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
BROKE_WEST_RMT_110_RMT8_BROKE_WEST_RMT_110_RMT8_217697_Larvae	Electrona antarctica Larvae	11	individuals	Larvae	BROKE_WEST_RMT_110_RMT8	urn:lsid:marinespecies.org:taxname:217697	Species	Animalia	BROKE_WEST_RMT_110_RMT8_217697_Larvae	Electrona antarctica	present	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554	Anton Van de Putte	https://orcid.org/0000-0003-1336-5554
