materialEntityID	materialEntityType	preparations	disposition	materialEntityRemarks	materialGatheringID	derivedFromMaterialEntityID	derivationType	partOfMaterialEntityID
AAV3FF_00037_stomach_075_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_076_Oithona similis	stomach content			tail off	BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_077_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_078_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_079_Copepod	stomach content			squeezed	BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_080_Copepod	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_081_Calanoid copepod	stomach content			tail off; copepodite?	BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_082_Aetidius armatus	stomach content			tail off	BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00037_stomach_083_Calanoid copepod	stomach content			cf. Ctenocalanus sp.	BROKE_WEST_RMT_022_8_MG	AAV3FF_00037	stomach content of	AAV3FF_00037
AAV3FF_00039_stomach_084_Oithona similis	stomach content			rear part	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_085_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_086_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_087_Other	stomach content			strange spiny thing => Meroplankton larva?	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_088_Euphausia superba	stomach content			Metanauplius II	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_089_Copepod	stomach content			front part	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_090_Mucus	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_091_Crustecean	stomach content			Crustacean remainders	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_092_Scaphocalanus vervoorti	stomach content			specimen got lost	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00039_stomach_093_Amphipod	stomach content			check if harpacticoid	BROKE_WEST_RMT_022_8_MG	AAV3FF_00039	stomach content of	AAV3FF_00039
AAV3FF_00036_stomach_094_Other	stomach content			Egg? Eye lense? Parasites?	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_095_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_096_Oithona similis	stomach content			rear part	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_097_Oithona similis	stomach content			rear part	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_098_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_099_Oithona similis	stomach content			front part	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_100_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_101_Copepod	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_102_other	stomach content			gills (?)	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_103_Crustecean	stomach content			Crustacean remains	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_104_Other	stomach content			Appendicularian? - Can they be this small?	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_105_Primno macropa	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_106_Euphausia superba	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_107_Euphausia superba	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_108_larval euphausiid	stomach content			Furcilia / calypt tail	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_109_Calanoid copepod	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_110_Undinella sp.	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_111_Mucus	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00036_stomach_112_Copepod	stomach content			Copepod remains	BROKE_WEST_RMT_022_8_MG	AAV3FF_00036	stomach content of	AAV3FF_00036
AAV3FF_00024_stomach_113_Primno macropa	stomach content			Pereonites I, II nor fused; large subchela on P5 with 3 large teeth; all other P simple; small rostrum; residual ANT; possible alternative: P. Latreilli	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_114_Calanoid copepod	stomach content			Copepodite; cf. M. gerlachei	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_115_Calanoid copepod	stomach content			head	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_116_Calanoid copepod	stomach content			squeezed; tail off; 0.55 mm	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_117_Stephos longipes	stomach content			sturdy body shape with short urosome; Ur: 2=3=4=Sgan; fat Sgan	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_118_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_119_Oithona similis	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_120_Hyperiid	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_121_Oithona similis	stomach content			tail crumpled	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_122_Primno macropa	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_123_Ctenocalanus vanus	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_124_Ctenocalanus vanus	stomach content			Prosoma crumpled	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_125_Ctenocalanus vanus	stomach content				BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_126_Oithona similis	stomach content			tail broken	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_127_Copepod	stomach content			Cf. O. Similis	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_128_Calanoid copepod	stomach content			Cf. C. vanus	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00024_stomach_129_Copepod	stomach content			cf. O. Similis; damaged; tail broken	BROKE_WEST_RMT_022_8_MG	AAV3FF_00024	stomach content of	AAV3FF_00024
AAV3FF_00328_stomach_130_Paraeuchaeta antarctica	stomach content			Stage IV	BROKE_WEST_RMT_101_8_MG	AAV3FF_00328	stomach content of	AAV3FF_00328
AAV3FF_00328_stomach_131_Cyllopus magellanicus	stomach content				BROKE_WEST_RMT_101_8_MG	AAV3FF_00328	stomach content of	AAV3FF_00328
AAV3FF_00331_stomach_132_Calanus propinquus	stomach content				BROKE_WEST_RMT_101_8_MG	AAV3FF_00331	stomach content of	AAV3FF_00331
AAV3FF_00331_stomach_133_Hyperiella spp.	stomach content				BROKE_WEST_RMT_101_8_MG	AAV3FF_00331	stomach content of	AAV3FF_00331
AAV3FF_00404_stomach_134_Thysanoessa macrura	stomach content				BROKE_WEST_RMT_116_8_MG	AAV3FF_00404	stomach content of	AAV3FF_00404
AAV3FF_00405_stomach_135_/	stomach content			empty stomach	BROKE_WEST_RMT_116_8_MG	AAV3FF_00405	stomach content of	AAV3FF_00405
AAV3FF_00248_stomach_136_Rhincalanus gigas	stomach content			Stage IV	BROKE_WEST_RMT_053_8_MG	AAV3FF_00248	stomach content of	AAV3FF_00248
AAV3FF_00248_stomach_137_Siphonophora nectophore	stomach content				BROKE_WEST_RMT_053_8_MG	AAV3FF_00248	stomach content of	AAV3FF_00248
AAV3FF_00248_stomach_138_Paraeuchaeta antarctica	stomach content			Stage IV	BROKE_WEST_RMT_053_8_MG	AAV3FF_00248	stomach content of	AAV3FF_00248
AAV3FF_00249_stomach_139_Rhincalanus gigas	stomach content			Stage IV	BROKE_WEST_RMT_053_8_MG	AAV3FF_00249	stomach content of	AAV3FF_00249
AAV3FF_00281_stomach_140_/	stomach content			empty sotmach	BROKE_WEST_RMT_079_8_MG	AAV3FF_00281	stomach content of	AAV3FF_00281
